simulation_id,site_id,site_name,ready_for_service,total_capex_usd,unlevered_npv_usd,unlevered_irr
208,S03,Atlas West,2029-09-01,1037711800.2075776,39160141.06514013,0.1403070357662759
209,S01,Atlas East,2029-02-01,1657081374.4153676,-419291661.9410467,-0.006486633847282319
209,S02,Atlas Central,2029-08-01,2411974000.537924,-471625033.15858436,0.006483396213612158
209,S03,Atlas West,2030-02-01,1264291715.2946877,-311327290.43963814,-0.06372387947170166
210,S01,Atlas East,2028-07-01,1613142024.289107,-110106898.68020284,0.09467226168718579
210,S02,Atlas Central,2029-01-01,2348017835.3541446,29671628.767844915,0.12527607158433307
210,S03,Atlas West,2029-07-01,1230767618.531689,-38488217.129910946,0.1038828358416597
211,S01,Atlas East,2028-06-01,1469305484.3241534,-139645434.56775272,0.08536303802522394
211,S02,Atlas Central,2028-12-01,2138655760.5162675,-21915258.25774908,0.11581986739557593
211,S03,Atlas West,2029-06-01,1121025665.8176873,-62265530.850259066,0.09210633390995748
212,S01,Atlas East,2028-07-01,1701030957.0118158,-152593756.56830812,0.08642810592783001
212,S02,Atlas Central,2029-01-01,2475945059.650532,-35532171.949931145,0.1139440418189066
212,S03,Atlas West,2029-07-01,1297823619.0534596,-70003537.2951175,0.09193981865101786
213,S01,Atlas East,2028-09-01,1517076152.3185987,-304853614.6457056,0.0363551260517776
213,S02,Atlas Central,2029-03-01,2208188621.708183,-274129276.4227104,0.06154614919401458
213,S03,Atlas West,2029-09-01,1157472916.2134492,-183985279.95145023,0.026981451601056472
214,S01,Atlas East,2029-02-01,1518391446.815623,-132216708.35010004,0.07981037000863389
214,S02,Atlas Central,2029-08-01,2210103105.920519,-60339601.53306198,0.10531361908761183
214,S03,Atlas West,2030-02-01,1158476437.200068,-114049944.25932753,0.05145861771100191
215,S01,Atlas East,2029-03-01,1659272867.432994,-224862244.70150578,0.053930432783274806
215,S02,Atlas Central,2029-09-01,2415163840.374691,-212074730.72873902,0.06964710081338032
215,S03,Atlas West,2030-03-01,1265963743.3007283,-200449763.16146123,0.0017253786635846868
216,S01,Atlas East,2028-09-01,1539315603.453662,-115766970.30571246,0.09041113926300426
216,S02,Atlas Central,2029-03-01,2240559378.3603306,6914294.217448235,0.12137678565198895
216,S03,Atlas West,2029-09-01,1174440793.7461274,-46694337.001291394,0.09791765043120204
217,S01,Atlas East,2028-06-01,1407121938.5226796,9752192.742613077,0.12241996635595798
217,S02,Atlas Central,2028-12-01,2048144154.9607892,188282888.01737666,0.1560057368738228
217,S03,Atlas West,2029-06-01,1073581923.4654518,41982544.210287094,0.138882293727296
218,S01,Atlas East,2028-12-01,1434352491.9156756,82111109.01988912,0.14338213824054558
218,S02,Atlas Central,2029-06-01,2087779738.232817,289646213.0953772,0.18510879520714751
218,S03,Atlas West,2029-12-01,1094357827.1652932,72691865.07125008,0.15981499590533232
219,S01,Atlas East,2028-06-01,1668820583.1058216,-291330995.0623491,0.05417808066143226
219,S02,Atlas Central,2028-12-01,2429061070.9651403,-228392438.65591598,0.08028013154778524
219,S03,Atlas West,2029-06-01,1273248296.739997,-164854601.01393497,0.052847627744845305
220,S01,Atlas East,2028-05-01,1546274660.966477,-46296168.58891678,0.10965761893271742
220,S02,Atlas Central,2028-11-01,2250688673.1845384,105988753.54361892,0.1382323710108928
220,S03,Atlas West,2029-05-01,1179750296.8855343,-34634.403116345406,0.11998606504640907
221,S01,Atlas East,2028-10-01,1485130497.3544102,-386398593.3629762,0.004792295787483303
221,S02,Atlas Central,2029-04-01,2161689946.149197,-397295466.64115095,0.02787616367314527
221,S03,Atlas West,2029-10-01,1133099564.6481795,-247056945.06367695,-0.01650907341435559
222,S01,Atlas East,2028-09-01,1511504858.3870914,-120251405.07025254,0.08861573993234573
222,S02,Atlas Central,2029-03-01,2200079293.874544,-8244704.978271723,0.1183226266348496
222,S03,Atlas West,2029-09-01,1153222225.287929,-53578676.154233456,0.09411250111625913
223,S01,Atlas East,2028-10-01,1686337048.027999,-133604309.54062843,0.08782576104154804
223,S02,Atlas Central,2029-04-01,2454557258.7963095,2597082.7122511864,0.12048866485264975
223,S03,Atlas West,2029-10-01,1286612710.7176583,-54999322.50650954,0.09529695208080202
224,S01,Atlas East,2029-02-01,1462981245.822342,-221318171.5183133,0.048146770432044406
224,S02,Atlas Central,2029-08-01,2129450480.0302978,-188016384.10395312,0.07127795430554995
224,S03,Atlas West,2030-02-01,1116200506.0718608,-171710295.68708754,0.010296356091760606
225,S01,Atlas East,2029-04-01,1523599662.5742378,-109003531.4349662,0.08498859396709868
225,S02,Atlas Central,2029-10-01,2217683953.3025017,-79536106.75254655,0.09910819976452401
225,S03,Atlas West,2030-04-01,1162450112.927011,-145322592.34291184,0.023821319885264147
226,S01,Atlas East,2029-01-01,1606262228.2627308,-163244402.92987072,0.07429282342940202
226,S02,Atlas Central,2029-07-01,2338003910.026864,-85059433.9244628,0.10106170501696021
226,S03,Atlas West,2030-01-01,1225518588.9708242,-117708662.77468741,0.055972419558599995
227,S01,Atlas East,2028-10-01,1484605222.780702,34111173.939201355,0.1289492503508498
227,S02,Atlas Central,2029-04-01,2160925379.825244,218464772.49006057,0.16490317773603858
227,S03,Atlas West,2029-10-01,1132698799.603054,54197095.241702795,0.14666576452198066
228,S01,Atlas East,2028-11-01,1350602058.057548,-14203346.732358694,0.115729548798577
228,S02,Atlas Central,2029-05-01,1965876328.9504313,143255563.27450132,0.1537862859092558
228,S03,Atlas West,2029-11-01,1030459347.9994626,12359953.752700686,0.12703937844679603
229,S01,Atlas East,2028-07-01,1455967628.858574,-268783836.0414121,0.04796816068690157
229,S02,Atlas Central,2029-01-01,2119241770.8941464,-215910724.16376638,0.07543080757198273
229,S03,Atlas West,2029-07-01,1110849376.092097,-156701163.5801077,0.043807896185579454
230,S01,Atlas East,2029-04-01,1373481055.4293349,91924288.21834266,0.15098546433947324
230,S02,Atlas Central,2029-10-01,1999177980.6804764,206487452.77208233,0.17702276122482274
230,S03,Atlas West,2030-04-01,1047915175.623863,-8695581.57009983,0.11390774752813204
231,S01,Atlas East,2028-09-01,1347665940.0934036,127318619.46899474,0.15474838506262412
231,S02,Atlas Central,2029-03-01,1961602646.1359544,360161150.60281324,0.19652940851258416
231,S03,Atlas West,2029-09-01,1028219198.7379302,128455913.22189069,0.1850988438908574
232,S01,Atlas East,2028-12-01,1445795300.1861217,236045076.2045821,0.18425906325386365
232,S02,Atlas Central,2029-06-01,2104435381.382022,497551888.9675398,0.2274118797941458
232,S03,Atlas West,2029-12-01,1103088266.06793,173346612.2328235,0.21130302898746978
233,S01,Atlas East,2028-07-01,1362696462.2318134,166287820.96782434,0.16203847390346326
233,S02,Atlas Central,2029-01-01,1983480406.1374173,407962524.3121977,0.19988083548359925
233,S03,Atlas West,2029-07-01,1039686930.4435318,150616446.16301048,0.18972697771948877
234,S01,Atlas East,2028-10-01,1468345216.953702,53741057.65072465,0.13418877969646648
234,S02,Atlas Central,2029-04-01,2137258038.0103886,240274033.6157155,0.16974451679136893
234,S03,Atlas West,2029-10-01,1120293017.379491,65508917.80075467,0.15246867894333804
235,S01,Atlas East,2028-07-01,1441842055.9038033,248513755.75257957,0.17836147527039414
235,S02,Atlas Central,2029-01-01,2098681214.7044249,532327324.86205435,0.21699111675679972
235,S03,Atlas West,2029-07-01,1100072087.0969758,211169648.1033212,0.21093525539615166
236,S01,Atlas East,2029-01-01,1697678803.1839244,-219446203.41242635,0.06111719558550521
236,S02,Atlas Central,2029-07-01,2471065813.523268,-144865634.82912993,0.08918444821507476
236,S03,Atlas West,2030-01-01,1295266049.836624,-151502108.6538204,0.04129349196185195
237,S01,Atlas East,2028-10-01,1505536475.628343,63914711.88564408,0.13641043898059624
237,S02,Atlas Central,2029-04-01,2191391981.192366,279983368.2738528,0.17620178619956328
237,S03,Atlas West,2029-10-01,1148668570.2942176,82984490.48926938,0.15989712207836426
238,S01,Atlas East,2028-09-01,1465766921.7966862,-183147200.36617923,0.06983530196350651
238,S02,Atlas Central,2029-03-01,2133505186.170732,-95059834.72201133,0.09975310490546452
238,S03,Atlas West,2029-09-01,1118325873.6671014,-95797133.87203658,0.07153653006956007
239,S01,Atlas East,2028-12-01,1480203702.6842682,-23462031.319948673,0.11334844268191357
239,S02,Atlas Central,2029-06-01,2154518722.7959905,137661772.89543676,0.15079124381196585
239,S03,Atlas West,2029-12-01,1129340602.788738,-1331611.328753829,0.11927550158372568
240,S01,Atlas East,2028-07-01,1697487062.7847238,-280053829.9405253,0.05604880334059614
240,S02,Atlas Central,2029-01-01,2470786724.719987,-225426786.2566042,0.08017542498880248
240,S03,Atlas West,2029-07-01,1295119759.0135298,-163795809.97833252,0.05200492848097982
241,S01,Atlas East,2028-08-01,1356434177.0355606,-142146647.67455626,0.07945973491600511
241,S02,Atlas Central,2029-02-01,1974365302.129538,-49691702.27183771,0.10901380807235128
241,S03,Atlas West,2029-08-01,1034909038.7752795,-72861555.41119838,0.08184839966577329
242,S01,Atlas East,2029-02-01,1503827330.0732412,35503531.898754954,0.13041423200547997
242,S02,Atlas Central,2029-08-01,2188904224.884384,177670887.77281594,0.1618659035531793
242,S03,Atlas West,2030-02-01,1147364555.5373619,-1657200.9676798582,0.1190327468306216
243,S01,Atlas East,2029-02-01,1671490353.1102514,-285555385.4659661,0.03807607404616209
243,S02,Atlas Central,2029-08-01,2432947069.5271435,-277364863.09375787,0.056319143919514314
243,S03,Atlas West,2030-02-01,1275285232.3730066,-220914519.97222352,-0.004718717784651272
244,S01,Atlas East,2029-03-01,1463880316.562777,-11289011.062218904,0.11644676784360009
244,S02,Atlas Central,2029-09-01,2130759127.4413753,91498814.72430182,0.14331315850074144
244,S03,Atlas West,2030-03-01,1116886463.7478964,-53279417.87850106,0.08603107073645067
245,S01,Atlas East,2028-11-01,1543818545.6145089,-88348517.58120656,0.09627340490445135
245,S02,Atlas Central,2029-05-01,2247113660.8388963,41151507.15955496,0.12868605731337723
245,S03,Atlas West,2029-11-01,1177876371.8392177,-39864464.98461306,0.09974356239874593
246,S01,Atlas East,2029-03-01,1414203783.0612638,-156830242.5330379,0.0665786640330388
246,S02,Atlas Central,2029-09-01,2058452173.1225064,-122269833.73304605,0.08639210457811508
246,S03,Atlas West,2030-03-01,1078985108.5578532,-148088185.3073665,0.01853682761968023
247,S01,Atlas East,2028-09-01,1728413361.160363,-293065274.49250877,0.05041924581282409
247,S02,Atlas Central,2029-03-01,2515801670.133417,-238251571.53895378,0.07594674942545687
247,S03,Atlas West,2029-09-01,1318715379.2556844,-168651965.54027236,0.04616322851083687
248,S01,Atlas East,2028-10-01,1426196880.1737254,164823852.0034237,0.1635165344738938
248,S02,Atlas Central,2029-04-01,2075908792.2528667,400301122.61951995,0.2029354491602695
248,S03,Atlas West,2029-10-01,1088135397.4658794,144139654.79303527,0.19160534388199557
249,S01,Atlas East,2029-02-01,1487618111.717778,-251303232.4399867,0.03903020032731752
249,S02,Atlas Central,2029-08-01,2165310807.0558767,-231534591.0762999,0.06047365235267188
249,S03,Atlas West,2030-02-01,1134997522.2735639,-192756033.45151556,-0.0020542721473811865
250,S01,Atlas East,2028-09-01,1532834410.373558,-19897791.498580337,0.11502058090759393
250,S02,Atlas Central,2029-03-01,2231125641.765957,152874435.57720447,0.14980495033555652
250,S03,Atlas West,2029-09-01,1169495883.4701962,24430264.63561499,0.131324690207419
251,S01,Atlas East,2028-11-01,1681699907.8431044,-213938082.1069801,0.06556164263722075
251,S02,Atlas Central,2029-05-01,2447807643.6382966,-133136670.44206429,0.09339299673483725
251,S03,Atlas West,2029-11-01,1283074744.5025167,-126840937.44347167,0.05913162066277211
252,S01,Atlas East,2028-12-01,1483607246.453976,-244400710.6772486,0.0461933665444938
252,S02,Atlas Central,2029-06-01,2159472769.838565,-190629030.9940784,0.07472162132390947
252,S03,Atlas West,2029-12-01,1131937380.6278481,-158236779.41023088,0.028921084547627318
253,S01,Atlas East,2028-11-01,1569384970.8983226,-68045941.01779842,0.10211434608755421
253,S02,Atlas Central,2029-05-01,2284327013.1964474,78211078.07019353,0.13614466505333023
253,S03,Atlas West,2029-11-01,1197382607.4261277,-23702237.142483234,0.1082149626916784
254,S01,Atlas East,2028-07-01,1417235809.340683,-22581461.145797372,0.11421770954736599
254,S02,Atlas Central,2029-01-01,2062865455.8181052,134460685.10343003,0.14663219282283801
254,S03,Atlas West,2029-07-01,1081298432.3117802,16079940.676339388,0.12751544171585616
255,S01,Atlas East,2028-12-01,1410131838.9610748,-110318921.93381238,0.08629163104194393
255,S02,Atlas Central,2029-06-01,2052525232.2655644,-1776814.557271719,0.11957212705166698
255,S03,Atlas West,2029-12-01,1075878366.0221534,-65921606.274787426,0.08142723844527544
256,S01,Atlas East,2028-08-01,1393283110.3293407,-80427379.33969986,0.09812718823917543
256,S02,Atlas Central,2029-02-01,2028000971.7015963,57353549.8264997,0.13207817462670945
256,S03,Atlas West,2029-08-01,1063023410.1031268,-21397057.92658472,0.10932216460033084
257,S01,Atlas East,2028-12-01,1569649678.5791414,32790224.40664649,0.1286551000807683
257,S02,Atlas Central,2029-06-01,2284712309.9318614,216470378.0420003,0.16520451340445974
257,S03,Atlas West,2029-12-01,1197584569.5826042,35620707.94284916,0.13808251673760497
258,S01,Atlas East,2028-09-01,1410513964.0012293,-54961230.08283043,0.10489926843459219
258,S02,Atlas Central,2029-03-01,2053081436.4906783,87437388.59475207,0.13869976170094866
258,S03,Atlas West,2029-09-01,1076169913.275012,-6199523.453019381,0.11684541597492148
259,S01,Atlas East,2028-08-01,1438426066.3677263,-221043906.39741075,0.05923152671534071
259,S02,Atlas Central,2029-02-01,2093709052.1574686,-155133362.80233097,0.08696909228623251
259,S03,Atlas West,2029-08-01,1097465813.59908,-125545393.0495677,0.05677934699355691
260,S01,Atlas East,2028-08-01,1575313177.5524936,39325095.3536427,0.1291738781399805
260,S02,Atlas Central,2029-02-01,2292955847.3264074,241000875.17815614,0.1636981887119351
260,S03,Atlas West,2029-08-01,1201905609.5400507,66667324.56395626,0.14861866420292813
261,S01,Atlas East,2029-06-01,1525464398.7260907,87807089.88115764,0.14868025722656175
261,S02,Atlas Central,2029-12-01,2220398180.367976,113417190.36106586,0.15122023333090806
261,S03,Atlas West,2030-06-01,1163872837.546573,-91206423.53943563,0.054907291303710526
262,S01,Atlas East,2028-06-01,1330282203.7129683,35930218.24280572,0.1293586918443601
262,S02,Atlas Central,2028-12-01,1936299652.0710986,219614469.6678636,0.16406515293246504
262,S03,Atlas West,2029-06-01,1014956051.7217463,58270346.37129927,0.14752336723747406
263,S01,Atlas East,2028-10-01,1605757243.3673906,-283576574.58612454,0.04493132591993021
263,S02,Atlas Central,2029-04-01,2337268876.4569798,-244265950.63465428,0.06946956806777704
263,S03,Atlas West,2029-10-01,1225133304.198824,-173530463.96806252,0.03446403087489647
264,S01,Atlas East,2029-05-01,1623375476.486851,-32569619.670054674,0.11005201083659433
264,S02,Atlas Central,2029-11-01,2362913193.5530834,-11812550.17361474,0.11700461185551347
264,S03,Atlas West,2030-05-01,1238575363.5418196,-135681770.73835933,0.032220495034426255
265,S01,Atlas East,2028-11-01,1663664148.8875594,-301374815.7657181,0.04061417126250855
265,S02,Atlas Central,2029-05-01,2421555594.491892,-257848040.7116058,0.06676216062411355
265,S03,Atlas West,2029-11-01,1269314128.4105082,-187112009.79841053,0.027305787602774245
266,S01,Atlas East,2028-07-01,1361640688.0613408,280094791.2222183,0.18884504680987924
266,S02,Atlas Central,2029-01-01,1981943668.178174,578225703.4631717,0.23013846472108956
266,S03,Atlas West,2029-07-01,1038881413.8542082,234295774.05827403,0.22559762635874048
267,S01,Atlas East,2028-07-01,1410223560.3154087,188693429.78569162,0.16586454721545119
267,S02,Atlas Central,2029-01-01,2052658737.7924283,444523460.80024934,0.20376233903598795
267,S03,Atlas West,2029-07-01,1075948346.018423,168860103.33448398,0.19519652508090535
268,S01,Atlas East,2028-11-01,1595967054.3634589,-152744572.10080624,0.07962277172278576
268,S02,Atlas Central,2029-05-01,2323018712.462368,-52848419.96047282,0.10902046965665946
268,S03,Atlas West,2029-11-01,1217663752.5884168,-86016978.24437094,0.07704089825486116
269,S01,Atlas East,2028-09-01,1476861227.4737287,-123404745.07867575,0.08699781903291148
269,S02,Atlas Central,2029-03-01,2149653564.433983,-7069350.353955984,0.11852892131451309
269,S03,Atlas West,2029-09-01,1126790417.9984746,-53004597.05191374,0.09379229309559811
270,S01,Atlas East,2029-01-01,1421872260.5344043,-197166024.8910302,0.05657990557446202
270,S02,Atlas Central,2029-07-01,2069614068.111189,-146876596.7871108,0.08252969721042169
270,S03,Atlas West,2030-01-01,1084835872.8521752,-141111539.93988764,0.03202418498448112
271,S01,Atlas East,2028-07-01,1498908221.1545372,16867594.24692905,0.12403843860690822
271,S02,Atlas Central,2029-01-01,2181744188.569382,198058267.9542272,0.1567312583049958
271,S03,Atlas West,2029-07-01,1143611457.6216102,46420089.25465715,0.14030597297979353
272,S01,Atlas East,2028-09-01,1414496829.2982032,-127528233.16091728,0.08427166604026004
272,S02,Atlas Central,2029-03-01,2058878718.2007182,-22399572.629769087,0.11511766903631782
272,S03,Atlas West,2029-09-01,1079208691.9830737,-60066741.138258815,0.08887576231881322
273,S01,Atlas East,2028-11-01,1549560630.9526255,77574241.32163692,0.139903728461646
273,S02,Atlas Central,2029-05-01,2255471585.0532665,291674315.3424673,0.17885729436817988
273,S03,Atlas West,2029-11-01,1182257370.2823737,80082888.64085925,0.15899587361091871
274,S01,Atlas East,2028-08-01,1563082319.2661648,-47563464.26820421,0.10858612996373096
274,S02,Atlas Central,2029-02-01,2275153153.598529,107347350.53589654,0.1400282253713825
274,S03,Atlas West,2029-08-01,1192573917.6623333,2219212.023424864,0.12097952833837455
275,S01,Atlas East,2028-07-01,1484643641.6553712,-85678392.52669501,0.09869224279450184
275,S02,Atlas Central,2029-01-01,2160981300.631707,50518559.40942907,0.12971172882366444
275,S03,Atlas West,2029-07-01,1132728111.7815056,-26084309.149502993,0.10817903940416951
276,S01,Atlas East,2028-08-01,1438772844.9177136,-23460138.112053752,0.11391325442749944
276,S02,Atlas Central,2029-02-01,2094213807.6024501,128243976.31162667,0.14586209312403287
276,S03,Atlas West,2029-08-01,1097730392.7890704,13893690.720328331,0.12663559321283513
277,S01,Atlas East,2028-08-01,1610423852.653473,-255710190.60889077,0.0570000551349914
277,S02,Atlas Central,2029-02-01,2344061385.528944,-197277270.53856707,0.08227506328542589
277,S03,Atlas West,2029-08-01,1228693754.2467237,-148059250.2304318,0.053159144301127004
278,S01,Atlas East,2028-12-01,1421238409.680272,192972961.7511618,0.17387503178826003
278,S02,Atlas Central,2029-06-01,2068691462.9790626,448838427.89318943,0.21910360563162468
278,S03,Atlas West,2029-12-01,1084352268.1264298,149930849.53819907,0.20078337188366713
279,S01,Atlas East,2028-06-01,1620563320.3805013,-233373762.9974079,0.06640746358156457
279,S02,Atlas Central,2028-12-01,2358819944.1093965,-155352053.19195724,0.09250226859821997
279,S03,Atlas West,2029-06-01,1236429792.5866046,-128346719.61327016,0.06676127913932439
280,S01,Atlas East,2028-12-01,1663445085.4402092,-59984309.97845554,0.10470171800700867
280,S02,Atlas Central,2029-06-01,2421236735.474082,85155367.39275908,0.13717602125923167
280,S03,Atlas West,2029-12-01,1269146991.113641,-29512228.963324785,0.10555943064187678
281,S01,Atlas East,2028-12-01,1598573761.1033125,-148765838.65391898,0.07962058755794432
281,S02,Atlas Central,2029-06-01,2326812918.939266,-45282393.70481944,0.11029911793926339
281,S03,Atlas West,2029-12-01,1219652573.286231,-91166816.50881886,0.0726410648302589
282,S01,Atlas East,2028-10-01,1495303765.675668,10627368.196167469,0.12278905389331163
282,S02,Atlas Central,2029-04-01,2176497703.372361,185439462.58546257,0.1581007661536622
282,S03,Atlas West,2029-10-01,1140861391.5895839,37359311.89367187,0.13836886607922105
283,S01,Atlas East,2028-08-01,1565479696.6200573,-144070477.6949141,0.08455669507580854
283,S02,Atlas Central,2029-02-01,2278642669.52475,-27680343.707609177,0.11471844501533779
283,S03,Atlas West,2029-08-01,1194403027.7915993,-65057359.54554689,0.09064995965020817
284,S01,Atlas East,2029-04-01,1560269145.5343628,-16023100.958397388,0.11509858351943003
284,S02,Atlas Central,2029-10-01,2271058422.9444613,63234154.22593713,0.1358212463473656
284,S03,Atlas West,2030-04-01,1190427570.296588,-84627298.2398957,0.0664905141496559
285,S01,Atlas East,2028-09-01,1712305628.6922517,-382367767.08672106,0.025812229462898184
285,S02,Atlas Central,2029-03-01,2492355970.652055,-377815667.05375767,0.04755382527979313
285,S03,Atlas West,2029-09-01,1306425775.9651995,-236837209.97350037,0.012580381296807719
286,S01,Atlas East,2029-01-01,1464929575.9642026,102176494.99760127,0.14925412470910637
286,S02,Atlas Central,2029-07-01,2132286382.7923396,308716601.2903452,0.19028742191333192
286,S03,Atlas West,2030-01-01,1117687009.8097248,70401598.06645167,0.15942083481595581
287,S01,Atlas East,2028-08-01,1523349835.8876092,-194007332.78804994,0.07028263815165592
287,S02,Atlas Central,2029-02-01,2217320316.6808534,-95665640.28573513,0.10102668696712258
287,S03,Atlas West,2029-08-01,1162259504.4179537,-97879791.0340296,0.0740931553132873
288,S01,Atlas East,2028-12-01,1511070047.4181128,-82853604.58576751,0.09656218738987343
288,S02,Atlas Central,2029-06-01,2199446402.3530307,37082363.181809425,0.1282878890219883
288,S03,Atlas West,2029-12-01,1152890480.6227083,-49486148.933161974,0.09314677349737344
289,S01,Atlas East,2028-05-01,1468155751.1708438,175762212.7873894,0.15903660968757305
289,S02,Atlas Central,2028-11-01,2136982260.037562,430119831.43911195,0.19361020278562413
289,S03,Atlas West,2029-05-01,1120148462.0044217,160266252.89966035,0.18427647135576986
290,S01,Atlas East,2029-02-01,1568944161.8644485,27707050.418075085,0.12780883190758452
290,S02,Atlas Central,2029-08-01,2283685391.1582527,171671584.15316343,0.15886780901632003
290,S03,Atlas West,2030-02-01,1197046286.4595423,-7603686.262293458,0.1157374337180237
291,S01,Atlas East,2028-08-01,1426987914.5839787,-266874566.62422776,0.04480966529632324
291,S02,Atlas Central,2029-02-01,2077060186.783347,-219102338.73667097,0.07229013788761551
291,S03,Atlas West,2029-08-01,1088738927.4233317,-157243924.95486307,0.039033220124490065
292,S01,Atlas East,2028-12-01,1502310601.55859,-57420729.328587174,0.10379139034893514
292,S02,Atlas Central,2029-06-01,2186696542.2686143,79388822.07076454,0.13769981891366712
292,S03,Atlas West,2029-12-01,1146207347.855813,-28576065.861498,0.1045237355050248
293,S01,Atlas East,2029-02-01,1594804864.31144,-256696220.10216248,0.043127268207645786
293,S02,Atlas Central,2029-08-01,2321327080.2755404,-233836430.06255507,0.0640558508688236
293,S03,Atlas West,2030-02-01,1216777044.6228025,-198941752.8294536,0.00280117001016289
294,S01,Atlas East,2029-02-01,1651814893.4123266,-284630462.0957078,0.0373704891872062
294,S02,Atlas Central,2029-08-01,2404308344.85572,-274880768.771595,0.056161012277351485
294,S03,Atlas West,2030-02-01,1260273585.3442194,-218942381.69634628,-0.005054834467816405
295,S01,Atlas East,2028-07-01,1368815263.1864822,182668910.04585445,0.1657460525293013
295,S02,Atlas Central,2029-01-01,1992386660.8603244,435521280.78489923,0.20447153658389405
295,S03,Atlas West,2029-07-01,1044355348.9496865,164016320.0253501,0.1952267093764779
296,S01,Atlas East,2028-10-01,1579637166.3621538,-100073160.18989706,0.09444096571782379
296,S02,Atlas Central,2029-04-01,2299249653.2604685,38979687.00529814,0.1277794592354704
296,S03,Atlas West,2029-10-01,1205204652.8540878,-35407852.58730447,0.10311639146100648
297,S01,Atlas East,2028-12-01,1480531280.6576233,-163889699.96663976,0.07155932369304363
297,S02,Atlas Central,2029-06-01,2154995530.734985,-76984385.77987385,0.10207052577227205
297,S03,Atlas West,2029-12-01,1129590532.6498904,-103912434.15732563,0.061283253832111084
298,S01,Atlas East,2028-08-01,1402847081.020167,-139198800.97361255,0.08169264793605868
298,S02,Atlas Central,2029-02-01,2041921862.3737988,-30912648.48231387,0.11341591175673127
298,S03,Atlas West,2029-08-01,1070320365.5190904,-64849921.89975953,0.08729203655751494
299,S01,Atlas East,2029-02-01,1372032479.5282402,76747790.57720327,0.14434049543838978
299,S02,Atlas Central,2029-08-01,1997069497.9799943,235996956.0001819,0.18006241969600079
299,S03,Atlas West,2030-02-01,1046809965.862287,29058753.801391363,0.13836805572774558
300,S01,Atlas East,2029-02-01,1444111573.894265,19907782.31744802,0.12610120102622413
300,S02,Atlas Central,2029-08-01,2101984624.2238746,154716987.85054708,0.15805092402374266
300,S03,Atlas West,2030-02-01,1101803645.2674763,-10734424.247360349,0.11345766855404005
301,S01,Atlas East,2028-11-01,1528462391.0888262,-233559148.25251198,0.053861688158822085
301,S02,Atlas Central,2029-05-01,2224761924.8070693,-170776249.41046882,0.08211084908460164
301,S03,Atlas West,2029-11-01,1166160194.682586,-142646043.52739012,0.04393781298765309
302,S01,Atlas East,2028-06-01,1480393757.380544,-139149830.9826193,0.08579421361317663
302,S02,Atlas Central,2028-12-01,2154795357.9650145,-31389106.264931917,0.11405146379494702
302,S03,Atlas West,2029-06-01,1129485607.4829335,-66109705.24949634,0.09058700628605032
303,S01,Atlas East,2028-12-01,1428768452.2784896,139122851.67931128,0.1591858921743372
303,S02,Atlas Central,2029-06-01,2079651858.3164682,364454224.13298416,0.2012040133083266
303,S03,Atlas West,2029-12-01,1090097411.738403,109461138.64279187,0.17945779797667227
304,S01,Atlas East,2028-10-01,1527313826.327554,62641976.30119419,0.13586707548353805
304,S02,Atlas Central,2029-04-01,2223090124.987884,270076878.4237733,0.1735716449469744
304,S03,Atlas West,2029-10-01,1165283882.3091707,78278745.29153204,0.15717378469107546
305,S01,Atlas East,2028-12-01,1369093414.5192668,129108387.77196681,0.15800189094304895
305,S02,Atlas Central,2029-06-01,1992791525.578044,341889572.7834592,0.19959712513868855
305,S03,Atlas West,2029-12-01,1044567568.1146998,100457283.5435785,0.1770311242487126
306,S01,Atlas East,2028-09-01,1683215524.2201781,-294395994.6414695,0.048062745398512075
306,S02,Atlas Central,2029-03-01,2450013707.476037,-246241917.92543817,0.07313977509966607
306,S03,Atlas West,2029-09-01,1284231103.6642842,-172014411.52452886,0.04247367230893473
307,S01,Atlas East,2028-04-01,1476721593.2641711,-123046355.44576931,0.09144220152000782
307,S02,Atlas Central,2028-10-01,2149450319.0845156,8804365.270872593,0.12156206537861491
307,S03,Atlas West,2029-04-01,1126683882.2682195,-48129352.60556686,0.10007931097967893
308,S01,Atlas East,2028-07-01,1665374905.1212654,-401016302.78959346,0.023387292371421564
308,S02,Atlas Central,2029-01-01,2424045695.2320642,-399440016.91233087,0.04572801934500492
308,S03,Atlas West,2029-07-01,1270619372.0554838,-248543333.49060583,0.0114588598066796
309,S01,Atlas East,2028-09-01,1573985690.674921,-265458742.72424626,0.05075238009607341
309,S02,Atlas Central,2029-03-01,2291023616.4268293,-205339835.04931736,0.07838850967008337
309,S03,Atlas West,2029-09-01,1200892786.2186434,-151802012.51448047,0.04705235747675118
310,S01,Atlas East,2029-01-01,1742363257.1915016,-405009642.583117,0.008703359418958945
310,S02,Atlas Central,2029-07-01,2536106518.8009634,-427230019.5666635,0.02693556928711316
310,S03,Atlas West,2030-01-01,1329358633.264627,-284756905.12124777,-0.030831290453006033
311,S01,Atlas East,2028-10-01,1725284194.8251567,-25703531.52471876,0.11410127245080326
311,S02,Atlas Central,2029-04-01,2511246994.68995,154510976.58108234,0.1477790280386988
311,S03,Atlas West,2029-10-01,1316327941.2369711,18961863.486914754,0.12814227973641712
312,S01,Atlas East,2029-03-01,1419120544.6989665,-32494702.41300273,0.10938335367532259
312,S02,Atlas Central,2029-09-01,2065608792.8396072,62765635.217823505,0.13657520616987529
